"amount","bin","card_subtype","card_type","case_address","client_hour","count_digit_in_login","day_of_week","latitude","longitude","phone_2","status"
"74.41","553979","0","1","2","10","0","5","48.8600","2.3500","64","0"
"75.00","457170","5","0","1","10","2","5","56.0399","9.9272","undefined","0"
"75.00","457115","5","0","1","10","0","5","55.6761","12.5683","undefined","0"
"75.00","479694","5","0","1","10","2","5","55.6761","12.5683","45","0"
"75.00","405245","5","0","1","10","3","5","55.6761","12.5683","undefined","0"
"75.00","457176","5","0","1","10","0","5","56.1393","8.9738","undefined","0"
"75.00","457193","5","0","1","10","2","5","55.4426","11.7901","undefined","0"
"2.20","402360","5","0","1","10","1","5","41.9000","12.4833","29","0"
"2.20","402360","5","0","1","11","3","5","42.8333","12.8333","20","0"
"2.20","533317","0","1","1","11","0","5","45.4667","9.2000","40","0"
"2.20","402360","5","0","1","11","0","5","41.0556","16.7032","40","0"
"2.20","453997","5","0","1","11","2","5","42.8333","12.8333","39","0"
"2.20","540608","0","1","1","11","0","5","39.6731","8.8892","40","0"
"2.20","402360","5","0","1","11","6","5","42.8333","12.8333","49","0"
"2.25","479694","5","0","1","11","2","5","55.6761","12.5683","undefined","0"
"2.20","533317","0","1","2","11","2","5","42.8333","12.8333","71","0"
"2.20","524632","0","1","1","11","0","5","48.8600","2.3500","47","0"
"2.20","533317","0","1","1","12","4","5","40.9900","14.1758","80","0"
"2.20","533875","0","1","1","12","0","5","45.0705","7.6868","48","0"
"2.20","402360","5","0","1","12","2","5","42.8333","12.8333","39","0"
"2.20","533317","0","1","1","12","4","5","42.8333","12.8333","24","0"
"2.20","402361","5","0","1","12","0","5","48.8600","2.3500","51","0"
"2.20","533317","0","1","1","12","0","5","42.8333","12.8333","49","0"
"2.20","533317","0","1","1","12","2","5","42.8333","12.8333","27","0"
"2.20","402360","5","0","1","12","0","5","45.4080","11.8859","35","0"
"2.20","534207","0","1","1","12","2","5","42.8333","12.8333","40","0"
"2.20","533317","0","1","1","12","2","5","40.9474","14.3726","34","0"
"2.20","402360","5","0","1","13","2","5","42.8333","12.8333","33","0"
"2.20","402360","5","0","1","13","4","5","43.5214","13.2437","31","0"
"2.20","540047","0","1","1","13","0","5","42.8333","12.8333","92","0"
"2.20","416334","5","0","1","13","0","5","42.8333","12.8333","28","0"
"2.20","533317","0","1","1","13","0","5","55.6761","12.5683","27","0"
"2.20","533317","0","1","1","13","2","5","45.6433","13.7903","45","0"
"2.20","534207","0","1","1","13","0","5","37.4922","15.0704","47","0"
"2.20","533317","0","1","1","13","1","5","42.8333","12.8333","48","0"
"2.20","533317","0","1","1","13","4","5","42.8333","12.8333","40","0"
"2.20","533875","0","1","1","14","0","5","42.8333","12.8333","40","0"
"2.20","402360","5","0","1","14","0","5","42.8333","12.8333","34","0"
"2.20","402360","5","0","1","14","0","5","42.8333","12.8333","49","0"
"2.20","402360","5","0","1","14","4","5","42.8333","12.8333","40","0"
"2.20","533317","0","1","1","14","0","5","44.2617","12.3589","70","0"
"2.20","533317","0","1","1","14","0","5","42.8333","12.8333","89","0"
"2.20","402360","5","0","1","14","0","5","42.8333","12.8333","39","0"
"2.20","533317","0","1","1","15","2","5","45.2062","9.1926","71","0"
"2.20","402360","5","0","1","15","1","5","43.7793","11.2463","28","0"
"2.20","402360","5","0","1","15","0","5","43.4995","11.9109","40","0"
"2.20","533317","0","1","1","15","2","5","49.6398","-1.6164","77","0"
"2.20","534207","0","1","1","16","4","5","42.8333","12.8333","40","0"
"2.20","536414","0","1","1","16","0","5","43.7667","11.2500","33","0"
"2.20","472675","5","0","2","16","3","5","45.4643","9.1895","28","0"
"2.25","457140","5","0","1","17","0","5","54.9364","10.7102","undefined","0"
"2.20","533317","0","1","1","17","3","5","45.6124","9.2398","39","0"
"2.20","533317","0","1","1","18","0","5","42.8333","12.8333","28","0"
"2.20","402360","5","0","1","18","0","5","44.4167","8.9500","27","0"
"2.20","535476","1","1","1","18","3","5","42.8333","12.8333","39","0"
"2.20","534207","0","1","1","19","0","5","42.8333","12.8333","93","0"
"2.20","533317","0","1","1","19","1","5","42.8333","12.8333","34","0"
"2.20","533875","0","1","1","20","0","5","42.8333","12.8333","27","0"
"2.20","533317","0","1","1","20","4","5","40.8333","14.2000","48","0"
"2.20","533317","0","1","1","20","2","5","45.4080","11.8859","48","0"
"2.20","539832","0","1","1","21","1","5","45.4167","11.8833","47","0"
"2.20","402360","5","0","1","21","2","5","41.9000","12.4833","39","0"
"2.20","534207","0","1","1","21","2","5","45.4643","9.1895","89","0"
"2.20","526430","0","1","1","21","0","5","42.8333","12.8333","42","0"
"2.20","533317","0","1","1","22","0","5","41.8947","12.4839","28","0"
"2.20","533317","0","1","1","22","3","5","48.8357","2.2473","51","0"
"2.20","529204","0","1","1","22","4","5","45.3286","10.0549","33","1"
"2.20","423067","5","0","2","23","2","6","45.4667","9.2000","75","0"
"2.20","402360","5","0","3","23","0","6","39.2833","16.3333","29","0"
"2.20","533317","0","1","1","23","2","6","43.8573","11.0803","51","0"
"2.20","554811","0","1","1","00","0","6","42.8333","12.8333","48","0"
"2.20","533317","0","1","1","06","0","6","45.4643","9.1895","75","0"
"2.20","533317","0","1","1","06","2","6","42.8333","12.8333","28","0"
"2.20","533317","0","1","1","08","0","6","42.8333","12.8333","42","0"
"2.20","533317","0","1","1","08","2","6","42.8333","12.8333","49","0"
"2.20","533317","0","1","1","08","0","6","42.8333","12.8333","45","0"
"2.20","522686","0","1","1","08","2","6","42.8333","12.8333","47","0"
"2.20","533875","0","1","1","09","2","6","45.5356","10.2147","48","0"
"2.20","402360","5","0","1","09","0","6","42.8333","12.8333","34","0"
"2.20","533317","0","1","1","09","0","6","42.8333","12.8333","51","0"
"2.20","533317","0","1","1","09","4","6","40.8333","14.2500","39","0"
"2.20","531170","0","1","1","10","0","6","42.8333","12.8333","20","0"
"2.20","533317","0","1","1","10","1","6","42.8333","12.8333","29","0"
"52.09","548398","0","1","1","10","2","6","45.4643","9.1895","35","0"
"52.09","533317","0","1","1","10","1","6","45.0500","7.6667","47","0"
"52.09","533317","0","1","1","10","0","6","44.2274","12.0381","49","0"
"52.09","534413","0","1","1","10","3","6","42.8333","12.8333","47","0"
"52.09","402360","5","0","1","10","0","6","42.8333","12.8333","39","0"
"52.09","533317","0","1","1","10","0","6","40.8333","14.2500","89","0"
"52.09","533317","0","1","1","10","0","6","42.8333","12.8333","47","0"
"52.09","402360","5","0","1","10","2","6","44.6667","10.9167","48","1"
"52.09","402360","5","0","1","10","0","6","43.3929","13.1305","39","0"
"74.41","529434","0","1","1","10","0","6","45.8450","4.4045","68","0"
"74.41","497932","5","0","1","10","0","6","48.8600","2.3500","61","0"
"74.41","533317","0","1","1","10","0","6","45.0705","7.6868","31","0"
"75.00","405245","5","0","1","10","1","6","55.6761","12.5683","undefined","0"
"75.00","457159","5","0","1","10","0","6","55.6761","12.5683","undefined","0"
"75.00","549774","0","1","1","10","0","6","55.6759","12.5655","undefined","0"
"74.41","533317","0","1","1","10","0","6","42.8333","12.8333","31","0"
"74.41","535476","1","1","1","10","2","6","45.8167","10.0167","03","1"
"74.41","547654","0","1","1","10","0","6","42.8333","12.8333","38","0"
"75.00","457192","5","0","1","10","0","6","55.3902","10.5201","undefined","0"
"74.41","535476","1","1","1","10","2","6","45.7833","9.0833","92","0"
"74.41","533862","0","1","1","10","0","6","42.8333","12.8333","80","0"
"75.00","557384","1","1","2","10","0","6","55.6761","12.5683","undefined","0"
"75.00","541303","0","1","1","10","0","6","55.6761","12.5683","52","0"
"75.00","405245","5","0","1","10","0","6","55.6761","12.5683","undefined","0"
"75.00","457179","5","0","1","10","4","6","54.9054","9.6071","undefined","0"
"74.41","540058","0","1","1","10","0","6","42.8333","12.8333","35","0"
"75.00","457160","5","0","1","10","4","6","55.6761","12.5683","undefined","0"
"75.00","457108","5","0","1","10","0","6","55.6761","12.5683","undefined","0"
"75.00","457160","5","0","1","10","0","6","55.6761","12.5683","undefined","0"
"74.41","533317","0","1","1","10","2","6","45.4643","9.1895","80","0"
"74.41","533317","0","1","1","11","0","6","undefined","undefined","28","0"
"74.41","526430","0","1","1","10","0","6","42.8333","12.8333","70","1"
"2.20","518964","0","1","1","10","0","6","45.0500","7.6667","88","0"
"2.20","533317","0","1","1","10","2","6","42.8333","12.8333","29","0"
"2.20","402360","5","0","1","11","0","6","44.4167","8.9500","40","0"
"2.20","533317","0","1","1","04","2","6","32.7877","-96.8000","49","0"
"2.20","402360","5","0","1","11","0","6","48.8600","2.3500","39","0"
"2.20","402360","5","0","1","11","0","6","41.9000","12.4833","66","0"
"2.20","533317","0","1","1","12","0","6","42.8333","12.8333","28","0"
"2.20","402360","5","0","1","12","1","6","45.4833","9.2002","20","0"
"2.20","533317","0","1","1","12","0","6","41.9000","12.4833","49","0"
"2.20","403035","5","0","1","12","2","6","43.7167","10.3833","77","0"
"2.20","520942","0","1","1","12","0","6","44.4667","11.9500","33","0"
"2.20","402360","5","0","1","13","0","6","45.6368","12.1875","92","0"
"2.20","402360","5","0","1","13","0","6","42.8333","12.8333","33","0"
"2.20","402360","5","0","1","13","0","6","42.8333","12.8333","40","0"
"2.20","526736","0","1","2","13","2","6","46.0619","13.2422","89","0"
"2.20","402360","5","0","1","13","0","6","43.7167","10.3833","33","0"
"2.20","533004","0","1","1","13","0","6","42.8333","12.8333","39","0"
"2.20","533875","0","1","1","13","2","6","40.9319","14.1956","92","0"
"2.20","402360","5","0","1","13","2","6","48.8667","2.3333","50","0"
"2.20","533875","0","1","1","13","2","6","48.9280","2.3963","48","0"
"2.20","533317","0","1","1","13","0","6","42.8333","12.8333","39","0"
"2.20","542216","0","1","2","13","2","6","42.8333","12.8333","35","0"
"2.20","402360","5","0","1","13","0","6","42.8333","12.8333","47","0"
"2.20","535584","1","1","1","13","0","6","43.7912","12.1551","38","0"
"2.20","402360","5","0","1","14","0","6","42.8333","12.8333","81","0"
"2.20","402360","5","0","1","14","2","6","48.8600","2.3500","91","0"
"2.20","533317","0","1","1","14","2","6","44.4175","12.2011","20","0"
"2.20","402360","5","0","1","14","4","6","42.8333","12.8333","40","0"
"2.20","402360","5","0","1","14","2","6","45.6907","9.2089","34","0"
"2.20","526736","0","1","1","14","2","6","42.8333","12.8333","48","0"
"2.20","533317","0","1","1","13","0","6","51.5000","-0.1300","34","0"
"2.20","402360","5","0","1","14","3","6","48.8600","2.3500","24","0"
"2.20","402360","5","0","1","14","0","6","45.0500","7.6667","71","0"
"2.20","533317","0","1","1","14","0","6","42.8333","12.8333","33","0"
"2.20","402360","5","0","1","15","0","6","42.8333","12.8333","33","0"
"2.20","534207","0","1","1","15","3","6","42.8333","12.8333","47","0"
"2.20","526430","0","1","1","15","2","6","42.8333","12.8333","46","0"
"2.20","530514","0","1","1","15","2","6","45.0705","7.6868","35","0"
"2.20","533317","0","1","1","15","2","6","42.8333","12.8333","29","0"
"2.20","402360","5","0","1","15","2","6","42.8333","12.8333","40","0"
"2.20","487710","5","0","1","15","0","6","45.5356","10.2147","77","0"
"2.20","402360","5","0","1","16","4","6","42.8333","12.8333","36","0"
"2.20","533317","0","1","1","16","4","6","40.3548","18.1724","34","0"
"2.20","402360","5","0","1","16","0","6","40.9242","14.3132","28","0"
"2.20","533317","0","1","1","16","2","6","43.1500","13.3667","89","0"
"2.20","402360","5","0","1","16","0","6","42.8333","12.8333","39","0"
"2.20","402360","5","0","2","16","0","6","42.8333","12.8333","28","0"
"2.20","533317","0","1","1","16","0","6","42.8333","12.8333","38","0"
"2.20","402360","5","0","1","16","1","6","39.8891","18.3675","28","0"
"2.20","533317","0","1","1","16","3","6","43.7793","11.2463","27","0"
"2.20","402360","5","0","1","17","0","6","41.2500","14.7667","40","0"
"2.20","533317","0","1","1","17","2","6","45.4643","9.1895","39","0"
"2.20","534207","0","1","1","17","2","6","42.8333","12.8333","38","0"
"2.20","402360","5","0","1","17","2","6","42.8333","12.8333","49","0"
"2.20","533317","0","1","3","17","12","6","41.1115","16.8554","91","0"
"2.20","533317","0","1","1","17","2","6","42.8333","12.8333","42","0"
"2.20","533317","0","1","1","17","0","6","42.8333","12.8333","89","0"
"2.20","533317","0","1","1","18","2","6","42.8333","12.8333","91","0"
"2.20","533317","0","1","2","18","2","6","42.8333","12.8333","66","0"
"2.20","533317","0","1","1","18","0","6","42.8333","12.8333","91","0"
"2.25","406438","5","0","1","18","0","6","56.1697","9.5451","undefined","0"
"2.20","533317","0","1","1","18","3","6","42.8333","12.8333","91","0"
"2.20","535476","1","1","1","18","0","6","42.8333","12.8333","71","0"
"2.20","510079","0","1","2","18","0","6","45.4089","9.1257","31","0"
"2.20","533317","0","1","1","18","0","6","42.8333","12.8333","50","0"
"2.20","403027","5","0","1","18","0","6","42.8333","12.8333","27","0"
"2.20","533317","0","1","1","18","8","6","42.8333","12.8333","51","0"
"2.20","533317","0","1","1","18","0","6","37.4922","15.0704","09","0"
"2.20","533317","0","1","1","18","2","6","44.6574","11.0229","20","0"
"2.20","543013","0","1","1","18","0","6","42.8333","12.8333","28","0"
"2.20","453997","5","0","1","18","0","6","46.0667","11.1333","48","0"
"2.20","533317","0","1","3","18","0","6","44.4756","11.2749","51","0"
"2.20","533317","0","1","1","18","2","6","42.8333","12.8333","42","0"
"2.20","533317","0","1","1","18","0","6","42.8333","12.8333","47","0"
"2.20","533317","0","1","1","18","2","6","42.8333","12.8333","29","0"
"2.20","402360","5","0","1","18","3","6","44.7484","10.3305","38","0"
"2.20","402360","5","0","1","19","4","6","40.8563","14.2464","39","0"
"2.20","531158","0","1","1","19","2","6","42.8333","12.8333","80","0"
"2.20","533317","0","1","1","19","0","6","43.7793","11.2463","48","0"
"2.20","534207","0","1","1","19","4","6","42.8333","12.8333","66","0"
"2.20","540058","0","1","1","19","0","6","42.8333","12.8333","35","0"
"2.20","402360","5","0","1","19","0","6","42.8333","12.8333","31","0"
"2.20","533317","0","1","1","20","2","6","42.8333","12.8333","27","0"
"2.20","533317","0","1","1","20","2","6","37.6833","15.1333","93","0"
"2.20","534207","0","1","1","20","0","6","40.4761","17.2297","47","0"
"2.20","526736","0","1","1","20","2","6","42.8333","12.8333","34","0"
"2.20","530514","0","1","1","20","2","6","42.8333","12.8333","24","0"
"2.20","535476","1","1","1","20","0","6","38.8825","16.6009","47","0"
"2.20","533317","0","1","1","20","0","6","40.9080","14.3849","34","0"
"2.20","533317","0","1","1","20","0","6","42.8333","12.8333","47","0"
"2.20","483843","5","0","1","20","4","6","42.8333","12.8333","66","0"
"2.20","531170","0","1","1","20","2","6","42.8333","12.8333","20","0"
"2.20","525500","0","1","1","22","0","6","42.8333","12.8333","45","0"
"2.20","402360","5","0","1","22","0","6","43.9618","12.7363","28","0"
"2.20","402360","5","0","1","22","2","6","42.8333","12.8333","92","0"
"2.20","516499","0","1","1","22","0","6","42.8333","12.8333","05","0"
"2.20","402360","5","0","1","23","0","7","48.8600","2.3500","28","0"
"2.20","533317","0","1","1","23","2","7","42.8333","12.8333","88","0"
"2.20","534232","0","1","1","23","0","7","45.0333","7.9000","92","0"
"2.20","554591","0","1","1","02","4","7","44.6000","10.8500","29","0"
"2.20","553086","0","1","1","06","0","7","42.8333","12.8333","28","1"
"2.20","402360","5","0","1","06","4","7","42.8333","12.8333","88","0"
"2.20","402360","5","0","1","07","0","7","42.8333","12.8333","92","0"
"2.20","533317","0","1","1","08","3","7","45.4667","9.2000","89","0"
"2.20","518964","0","1","1","08","2","7","48.8357","2.2473","51","0"
"2.20","489452","5","0","1","08","0","7","38.0512","13.5304","09","0"
"2.20","402360","5","0","1","08","0","7","42.8333","12.8333","88","0"
"2.20","402360","5","0","1","08","3","7","43.7256","11.2239","45","0"
"52.09","402360","5","0","1","09","2","7","41.1256","14.7810","20","0"
"74.41","533317","0","1","1","09","0","7","42.8333","12.8333","92","0"
"75.00","457136","5","0","1","09","0","7","56.1567","10.2108","undefined","0"
"74.41","533317","0","1","1","09","0","7","45.5801","9.2725","28","0"
"74.41","533317","0","1","1","10","0","7","undefined","undefined","47","0"
"74.41","535476","1","1","1","09","0","7","45.0705","7.6868","33","0"
"74.41","411883","5","0","1","09","0","7","42.8333","12.8333","29","0"
"74.41","434994","5","0","1","09","2","7","42.8333","12.8333","49","0"
"75.00","457167","5","0","1","09","0","7","55.6761","12.5683","undefined","0"
"74.41","525610","0","1","1","09","0","7","42.8333","12.8333","49","0"
"74.41","533317","0","1","1","02","2","7","32.7877","-96.8000","28","0"
"75.00","457190","5","0","1","09","0","7","55.6794","12.5346","undefined","0"
"74.41","542532","0","1","1","09","0","7","42.8333","12.8333","34","0"
"75.00","457127","5","0","1","09","2","7","55.6761","12.5683","undefined","0"
"74.41","548398","0","1","1","09","0","7","43.7793","11.2463","47","0"
"2.20","402360","5","0","1","09","2","7","40.8563","14.2464","33","0"
"74.41","483843","5","0","1","09","2","7","41.1115","16.8554","53","0"
"74.41","403027","5","0","1","09","0","7","42.8333","12.8333","38","0"
"74.41","510020","0","1","1","09","0","7","45.4167","11.8833","49","0"
"74.41","525610","0","1","1","09","2","7","45.4500","11.0000","48","0"
"74.41","402360","5","0","2","09","0","7","42.8333","12.8333","27","0"
"2.20","533317","0","1","1","09","2","7","37.6167","15.1667","48","0"
"2.20","402360","5","0","1","09","0","7","42.8333","12.8333","28","0"
"2.20","437863","5","0","1","09","2","7","42.8333","12.8333","27","0"
"2.25","457117","5","0","1","09","0","7","55.9279","12.3008","undefined","0"
"2.25","457154","5","0","1","10","6","7","56.2661","10.0630","undefined","0"
"2.25","457176","5","0","1","10","0","7","56.2136","10.2644","undefined","0"
"2.20","522694","0","1","1","10","1","7","42.8333","12.8333","24","0"
"2.25","457190","5","0","1","10","0","7","55.6761","12.5683","undefined","0"
"2.25","405245","5","0","1","10","0","7","55.6761","12.5683","undefined","0"
"2.20","533317","0","1","1","10","2","7","45.7661","8.2588","53","0"
"2.20","533317","0","1","1","10","1","7","42.8333","12.8333","88","0"
"2.20","402360","5","0","1","10","0","7","42.8333","12.8333","46","0"
"2.20","533317","0","1","1","11","0","7","42.8333","12.8333","29","0"
"2.20","540058","0","1","1","11","0","7","42.8333","12.8333","37","0"
"2.20","402360","5","0","1","11","0","7","42.8333","12.8333","80","0"
"2.20","520942","0","1","1","11","0","7","45.2890","8.8866","45","0"
"2.20","402360","5","0","1","11","0","7","48.8600","2.3500","33","0"
"2.20","533317","0","1","1","11","0","7","45.4823","9.2410","88","0"
"2.20","534232","0","1","1","11","0","7","45.0500","7.6667","92","0"
"2.20","533317","0","1","1","11","2","7","45.3626","9.6818","33","0"
"2.20","533317","0","1","1","12","2","7","42.8333","12.8333","28","0"
"2.20","402360","5","0","1","12","0","7","44.4175","12.2011","47","0"
"2.20","402360","5","0","1","12","0","7","45.0500","7.6667","33","0"
"2.20","402360","5","0","1","05","4","7","32.7877","-96.8000","89","0"
"2.20","533317","0","1","1","12","0","7","42.8333","12.8333","31","0"
"2.20","402360","5","0","1","12","0","7","48.8600","2.3500","45","0"
"2.20","402360","5","0","1","12","0","7","40.8333","14.2500","29","0"
"2.20","536414","0","1","1","12","1","7","42.8333","12.8333","77","0"
"2.20","402360","5","0","1","12","2","7","42.8333","12.8333","47","0"
"2.20","534232","0","1","1","12","2","7","48.8600","2.3500","29","0"
"2.20","402360","5","0","2","12","2","7","45.4299","10.9844","40","0"
"2.20","402360","5","0","1","12","2","7","41.1970","16.5950","40","0"
"2.20","535476","1","1","1","12","2","7","40.6957","14.5154","92","0"
"2.20","453997","5","0","1","12","2","7","42.8333","12.8333","20","0"
"2.20","402360","5","0","1","13","4","7","42.8333","12.8333","47","0"
"2.20","403027","5","0","1","13","0","7","43.7793","11.2463","38","0"
"2.20","533317","0","1","1","13","2","7","42.8333","12.8333","66","0"
"2.20","472675","5","0","1","13","0","7","43.7500","11.2333","29","0"
"2.20","402360","5","0","1","13","2","7","42.8333","12.8333","39","0"
"2.20","533317","0","1","1","13","2","7","41.6617","14.9677","27","0"
"2.20","533317","0","1","1","13","2","7","42.8333","12.8333","46","0"
"2.20","482498","5","0","1","13","0","7","42.8333","12.8333","35","0"
"2.20","533317","0","1","1","13","0","7","42.8333","12.8333","71","0"
"2.20","453997","5","0","1","13","0","7","41.9000","12.4833","20","0"
"2.20","402360","5","0","1","13","1","7","42.8333","12.8333","49","0"
"2.20","533317","0","1","1","13","2","7","42.8333","12.8333","91","0"
"2.20","402360","5","0","1","13","2","7","42.8333","12.8333","40","0"
"2.20","533317","0","1","1","13","3","7","40.9083","14.3499","24","0"
"2.20","402360","5","0","1","13","2","7","42.8333","12.8333","66","0"
"2.20","402360","5","0","1","13","0","7","42.8333","12.8333","47","0"
"2.20","533317","0","1","1","13","0","7","45.1667","9.1667","40","0"
"2.20","533317","0","1","1","13","8","7","44.2844","12.0784","29","0"
"2.20","533317","0","1","1","13","8","7","44.2844","12.0784","29","0"
"2.20","533317","0","1","1","13","0","7","42.8333","12.8333","33","0"
"2.20","534232","0","1","1","13","1","7","42.8333","12.8333","45","0"
"2.20","533317","0","1","1","13","0","7","38.1158","13.3598","47","0"
"2.20","533317","0","1","1","13","2","7","42.8333","12.8333","92","0"
"2.20","533317","0","1","1","13","0","7","44.1793","12.3856","47","0"
"2.20","533317","0","1","1","13","2","7","42.8333","12.8333","27","0"
"2.20","533317","0","1","1","13","3","7","40.8333","14.2500","66","0"
"2.20","533317","0","1","1","13","0","7","42.8333","12.8333","33","0"
"2.20","402360","5","0","1","13","2","7","42.8333","12.8333","89","0"
"2.20","533317","0","1","1","13","6","7","42.8333","12.8333","39","0"
"2.20","533317","0","1","1","13","2","7","45.0705","7.6868","34","0"
"2.20","533317","0","1","1","13","0","7","42.8333","12.8333","48","0"
"2.20","530514","0","1","1","14","1","7","42.8333","12.8333","28","0"
"2.20","533317","0","1","1","14","3","7","40.5612","15.4231","48","0"
"2.20","533317","0","1","1","14","2","7","42.8333","12.8333","38","0"
"2.20","535570","1","1","1","14","2","7","42.8333","12.8333","80","0"
"2.20","402360","5","0","2","14","0","7","40.4761","17.2297","35","0"
"2.20","535304","1","1","1","14","3","7","45.0500","7.6667","88","0"
"2.20","533317","0","1","1","14","0","7","42.8333","12.8333","39","0"
"2.20","533317","0","1","1","14","0","7","42.8333","12.8333","49","0"
"2.20","526724","0","1","1","14","0","7","45.4089","9.1257","39","0"
"2.20","533317","0","1","1","14","3","7","42.8333","12.8333","73","0"
"2.20","533317","0","1","1","14","1","7","42.8333","12.8333","39","0"
"2.20","534207","0","1","1","14","2","7","42.8333","12.8333","33","0"
"2.20","533875","0","1","1","14","2","7","42.8333","12.8333","29","0"
"2.20","539832","0","1","1","14","0","7","42.8333","12.8333","33","0"
"2.20","533317","0","1","1","14","1","7","41.0234","16.7099","42","0"
"2.20","533317","0","1","1","14","2","7","40.5369","17.4372","40","0"
"2.20","533317","0","1","1","14","3","7","41.1256","14.7810","51","0"
"2.20","535476","1","1","1","14","2","7","42.8333","12.8333","88","0"
"2.20","533875","0","1","1","14","4","7","45.4070","9.1083","39","0"
"2.20","533317","0","1","1","14","2","7","42.8333","12.8333","20","0"
"2.20","540058","0","1","1","14","3","7","44.6574","11.0229","40","0"
"2.20","533317","0","1","1","14","2","7","42.8333","12.8333","48","0"
"2.20","533317","0","1","1","14","0","7","40.9667","14.8833","47","0"
"2.20","402360","5","0","1","15","0","7","42.8333","12.8333","33","0"
"2.20","533317","0","1","1","15","0","7","42.4500","14.1333","38","0"
"2.20","533317","0","1","2","15","1","7","43.5214","13.2437","28","0"
"2.20","402360","5","0","1","15","0","7","42.8333","12.8333","46","0"
"2.20","534207","0","1","1","15","0","7","44.6667","10.9167","35","0"
"2.20","402360","5","0","1","15","3","7","40.3548","18.1724","40","0"
"2.20","402360","5","0","2","15","0","7","42.8333","12.8333","71","0"
"2.20","554591","0","1","1","15","2","7","42.9650","10.5504","27","0"
"2.20","533317","0","1","1","15","0","7","42.8333","12.8333","93","0"
"2.25","557384","1","1","1","15","0","7","55.6139","12.3895","undefined","0"
"2.20","533317","0","1","1","15","1","7","40.8563","14.2464","38","0"
"2.20","531340","0","1","1","15","2","7","42.8333","12.8333","28","0"
"2.20","533317","0","1","1","15","2","7","45.5801","9.2725","79","0"
"2.20","526430","0","1","1","15","1","7","44.4938","11.3387","39","0"
"2.20","402360","5","0","1","16","4","7","40.8075","14.6215","51","0"
"2.20","535476","1","1","1","16","4","7","42.8333","12.8333","92","0"
"2.20","402360","5","0","1","16","4","7","44.5163","10.8798","49","0"
"2.20","533317","0","1","1","16","1","7","42.8333","12.8333","38","0"
"2.20","533317","0","1","1","16","0","7","48.9937","2.4108","28","0"
"2.20","402360","5","0","3","16","0","7","45.4667","9.2000","40","0"
"2.20","533317","0","1","1","16","0","7","40.3548","18.1724","47","0"
"2.20","402360","5","0","1","16","0","7","38.2597","15.7564","96","0"
"2.20","533317","0","1","2","16","1","7","44.4167","8.9500","27","0"
"2.20","533862","0","1","1","16","0","7","42.8333","12.8333","47","0"
"2.20","533317","0","1","1","16","0","7","45.4643","9.1895","34","0"
"2.20","533317","0","1","1","16","2","7","43.6843","10.5040","33","0"
"2.20","533317","0","1","1","17","0","7","42.8333","12.8333","91","1"
"2.20","530514","0","1","1","17","0","7","44.2065","9.9978","35","0"
"2.20","531158","0","1","1","17","2","7","42.8333","12.8333","40","0"
"2.20","403027","5","0","1","17","6","7","42.8333","12.8333","92","0"
"2.20","533317","0","1","1","17","2","7","42.8333","12.8333","42","0"
"2.20","402360","5","0","1","18","0","7","42.8333","12.8333","40","0"
"2.20","533317","0","1","1","18","1","7","42.8333","12.8333","77","0"
"2.20","453997","5","0","1","18","2","7","42.8333","12.8333","33","0"
"2.20","533317","0","1","1","18","0","7","45.5333","9.0833","91","0"
"2.20","533317","0","1","1","19","3","7","38.1158","13.3598","31","0"
"2.20","402360","5","0","1","19","0","7","45.4667","9.2000","49","0"
"2.20","402360","5","0","1","19","0","7","44.4667","11.6333","05","1"
"2.20","402360","5","0","1","19","1","7","45.5500","8.7667","92","0"
"2.20","533317","0","1","1","19","0","7","42.8333","12.8333","51","0"
"2.20","534232","0","1","1","19","0","7","41.1115","16.8554","40","0"
"2.20","533317","0","1","1","19","4","7","44.7994","10.3262","24","0"
"2.20","526430","0","1","1","19","0","7","42.4216","14.2822","46","0"
"2.20","533317","0","1","1","20","0","7","42.8333","12.8333","47","0"
"2.20","402360","5","0","1","20","2","7","45.7031","11.8037","31","0"
"2.20","533317","0","1","1","20","0","7","42.8333","12.8333","40","0"
"2.20","533317","0","1","1","20","0","7","42.8333","12.8333","71","0"
"2.20","530514","0","1","1","21","4","7","38.1158","13.3598","47","0"
"2.20","402360","5","0","1","21","0","7","48.8600","2.3500","48","0"
"2.20","403027","5","0","1","21","2","7","41.1115","16.8554","28","0"
"2.20","533317","0","1","1","21","0","7","42.8333","12.8333","89","0"
"2.20","533317","0","1","1","21","0","7","42.8333","12.8333","89","0"
"2.20","533317","0","1","1","21","2","7","42.8333","12.8333","29","0"
"2.20","533317","0","1","1","21","0","7","41.1115","16.8554","38","0"
"2.20","402360","5","0","1","22","2","7","42.8333","12.8333","33","0"
"2.20","402360","5","0","1","22","2","7","45.6833","9.7167","29","0"
"2.20","533317","0","1","1","23","2","1","42.8333","12.8333","88","0"
"2.20","533317","0","1","1","23","3","1","45.5356","10.2147","39","0"
"2.20","526724","0","1","1","23","2","1","45.4299","10.9844","48","0"
"2.20","533317","0","1","1","23","1","1","45.1256","7.7305","39","0"
"2.20","494331","5","0","1","08","0","1","43.8573","11.0803","38","0"
"41.67","533317","0","1","1","08","2","1","42.8333","12.8333","24","0"
"41.67","526724","0","1","1","08","4","1","44.7167","10.6000","89","0"
"52.09","512669","0","1","1","09","0","1","42.8333","12.8333","71","0"
